id	resolution	upstream	target	note
LK-11	upstream	iso-3166-2-subdivisions		
LK-12	upstream	iso-3166-2-subdivisions		
LK-13	upstream	iso-3166-2-subdivisions		
LK-2	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-21	upstream	iso-3166-2-subdivisions		
LK-22	upstream	iso-3166-2-subdivisions		
LK-23	upstream	iso-3166-2-subdivisions		
LK-3	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-31	upstream	iso-3166-2-subdivisions		
LK-32	upstream	iso-3166-2-subdivisions		
LK-33	upstream	iso-3166-2-subdivisions		
LK-4	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-41	upstream	iso-3166-2-subdivisions		
LK-42	upstream	iso-3166-2-subdivisions		
LK-43	upstream	iso-3166-2-subdivisions		
LK-44	upstream	iso-3166-2-subdivisions		
LK-45	upstream	iso-3166-2-subdivisions		
LK-5	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-51	upstream	iso-3166-2-subdivisions		
LK-52	upstream	iso-3166-2-subdivisions		
LK-53	upstream	iso-3166-2-subdivisions		
LK-6	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-61	upstream	iso-3166-2-subdivisions		
LK-62	upstream	iso-3166-2-subdivisions		
LK-7	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-71	upstream	iso-3166-2-subdivisions		
LK-72	upstream	iso-3166-2-subdivisions		
LK-8	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-81	upstream	iso-3166-2-subdivisions		
LK-82	upstream	iso-3166-2-subdivisions		
LK-9	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LK-91	upstream	iso-3166-2-subdivisions		
LK-92	upstream	iso-3166-2-subdivisions		
LR	upstream	iso-3166-1-countries		
LR-BG	upstream	iso-3166-2-subdivisions		
LR-BM	upstream	iso-3166-2-subdivisions		
LR-CM	upstream	iso-3166-2-subdivisions		
LR-GB	upstream	iso-3166-2-subdivisions		
LR-GG	upstream	iso-3166-2-subdivisions		
LR-GK	upstream	iso-3166-2-subdivisions		
LR-GP	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LR-LO	upstream	iso-3166-2-subdivisions		
LR-MG	upstream	iso-3166-2-subdivisions		
LR-MO	upstream	iso-3166-2-subdivisions		
LR-MY	upstream	iso-3166-2-subdivisions		
LR-NI	upstream	iso-3166-2-subdivisions		
LR-RG	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LR-RI	upstream	iso-3166-2-subdivisions		
LR-SI	upstream	iso-3166-2-subdivisions		
LS	upstream	iso-3166-1-countries		
LS-A	upstream	iso-3166-2-subdivisions		
LS-B	upstream	iso-3166-2-subdivisions		
LS-C	upstream	iso-3166-2-subdivisions		
LS-D	upstream	iso-3166-2-subdivisions		
LS-E	upstream	iso-3166-2-subdivisions		
LS-F	upstream	iso-3166-2-subdivisions		
LS-G	upstream	iso-3166-2-subdivisions		
LS-H	upstream	iso-3166-2-subdivisions		
LS-J	upstream	iso-3166-2-subdivisions		
LS-K	upstream	iso-3166-2-subdivisions		
LT	upstream	iso-3166-1-countries		
LT-01	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-02	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-03	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-04	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-05	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-06	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-07	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-08	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-09	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-10	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-11	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-12	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-13	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-14	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-15	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-16	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-17	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-18	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-19	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-20	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-21	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-22	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-23	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-24	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-25	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-26	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-27	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-28	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-29	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-30	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-31	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-32	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-33	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-34	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-35	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-36	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-37	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-38	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-39	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-40	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-41	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-42	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-43	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-44	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-45	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-46	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-47	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-48	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-49	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-50	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-51	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-52	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-53	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-54	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-55	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-56	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-57	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-58	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-59	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-60	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LT-AL	upstream	iso-3166-2-subdivisions		
LT-KL	upstream	iso-3166-2-subdivisions		
LT-KU	upstream	iso-3166-2-subdivisions		
LT-MR	upstream	iso-3166-2-subdivisions		
LT-PN	upstream	iso-3166-2-subdivisions		
LT-SA	upstream	iso-3166-2-subdivisions		
LT-TA	upstream	iso-3166-2-subdivisions		
LT-TE	upstream	iso-3166-2-subdivisions		
LT-UT	upstream	iso-3166-2-subdivisions		
LT-VL	upstream	iso-3166-2-subdivisions		
LU	upstream	iso-3166-1-countries		
LU-CA	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LU-CL	placeholder-circle	iso-3166-2-placeholder-circle		parent=LU-D
LU-D	upstream	iso-3166-2-subdivisions		
LU-DI	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LU-EC	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LU-ES	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LU-G	upstream	iso-3166-2-subdivisions		
LU-GR	placeholder-circle	iso-3166-2-placeholder-circle		parent=LU-G
LU-L	upstream	iso-3166-2-subdivisions		
LU-LU	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LU-ME	placeholder-circle	iso-3166-2-placeholder-circle		parent=LU-L
LU-RD	placeholder-circle	iso-3166-2-placeholder-circle		parent=LU-D
LU-RM	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LU-VD	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LU-WI	placeholder-circle	iso-3166-2-placeholder-circle		parent=LU-D
LV	upstream	iso-3166-1-countries		
LV-001	upstream	iso-3166-2-subdivisions		
LV-002	upstream	iso-3166-2-subdivisions		
LV-003	upstream	iso-3166-2-subdivisions		
LV-004	upstream	iso-3166-2-subdivisions		
LV-005	upstream	iso-3166-2-subdivisions		
LV-006	upstream	iso-3166-2-subdivisions		
LV-007	upstream	iso-3166-2-subdivisions		
LV-008	upstream	iso-3166-2-subdivisions		
LV-009	upstream	iso-3166-2-subdivisions		
LV-010	upstream	iso-3166-2-subdivisions		
LV-011	upstream	iso-3166-2-subdivisions		
LV-012	upstream	iso-3166-2-subdivisions		
LV-013	upstream	iso-3166-2-subdivisions		
LV-014	upstream	iso-3166-2-subdivisions		
LV-015	upstream	iso-3166-2-subdivisions		
LV-016	upstream	iso-3166-2-subdivisions		
LV-017	upstream	iso-3166-2-subdivisions		
LV-018	upstream	iso-3166-2-subdivisions		
LV-019	upstream	iso-3166-2-subdivisions		
LV-020	upstream	iso-3166-2-subdivisions		
LV-021	upstream	iso-3166-2-subdivisions		
LV-022	upstream	iso-3166-2-subdivisions		
LV-023	upstream	iso-3166-2-subdivisions		
LV-024	upstream	iso-3166-2-subdivisions		
LV-025	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-026	upstream	iso-3166-2-subdivisions		
LV-027	upstream	iso-3166-2-subdivisions		
LV-028	upstream	iso-3166-2-subdivisions		
LV-029	upstream	iso-3166-2-subdivisions		
LV-030	upstream	iso-3166-2-subdivisions		
LV-031	upstream	iso-3166-2-subdivisions		
LV-032	upstream	iso-3166-2-subdivisions		
LV-033	upstream	iso-3166-2-subdivisions		
LV-034	upstream	iso-3166-2-subdivisions		
LV-035	upstream	iso-3166-2-subdivisions		
LV-036	upstream	iso-3166-2-subdivisions		
LV-037	upstream	iso-3166-2-subdivisions		
LV-038	upstream	iso-3166-2-subdivisions		
LV-039	upstream	iso-3166-2-subdivisions		
LV-040	upstream	iso-3166-2-subdivisions		
LV-041	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-042	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-043	upstream	iso-3166-2-subdivisions		
LV-044	upstream	iso-3166-2-subdivisions		
LV-045	upstream	iso-3166-2-subdivisions		
LV-046	upstream	iso-3166-2-subdivisions		
LV-047	upstream	iso-3166-2-subdivisions		
LV-048	upstream	iso-3166-2-subdivisions		
LV-049	upstream	iso-3166-2-subdivisions		
LV-050	upstream	iso-3166-2-subdivisions		
LV-051	upstream	iso-3166-2-subdivisions		
LV-052	upstream	iso-3166-2-subdivisions		
LV-053	upstream	iso-3166-2-subdivisions		
LV-054	upstream	iso-3166-2-subdivisions		
LV-055	upstream	iso-3166-2-subdivisions		
LV-056	upstream	iso-3166-2-subdivisions		
LV-057	upstream	iso-3166-2-subdivisions		
LV-058	upstream	iso-3166-2-subdivisions		
LV-059	upstream	iso-3166-2-subdivisions		
LV-060	upstream	iso-3166-2-subdivisions		
LV-061	upstream	iso-3166-2-subdivisions		
LV-062	upstream	iso-3166-2-subdivisions		
LV-063	upstream	iso-3166-2-subdivisions		
LV-064	upstream	iso-3166-2-subdivisions		
LV-065	upstream	iso-3166-2-subdivisions		
LV-066	upstream	iso-3166-2-subdivisions		
LV-067	upstream	iso-3166-2-subdivisions		
LV-068	upstream	iso-3166-2-subdivisions		
LV-069	upstream	iso-3166-2-subdivisions		
LV-070	upstream	iso-3166-2-subdivisions		
LV-071	upstream	iso-3166-2-subdivisions		
LV-072	upstream	iso-3166-2-subdivisions		
LV-073	upstream	iso-3166-2-subdivisions		
LV-074	upstream	iso-3166-2-subdivisions		
LV-075	upstream	iso-3166-2-subdivisions		
LV-076	upstream	iso-3166-2-subdivisions		
LV-077	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-078	upstream	iso-3166-2-subdivisions		
LV-079	upstream	iso-3166-2-subdivisions		
LV-080	upstream	iso-3166-2-subdivisions		
LV-081	upstream	iso-3166-2-subdivisions		
LV-082	upstream	iso-3166-2-subdivisions		
LV-083	upstream	iso-3166-2-subdivisions		
LV-084	upstream	iso-3166-2-subdivisions		
LV-085	upstream	iso-3166-2-subdivisions		
LV-086	upstream	iso-3166-2-subdivisions		
LV-087	upstream	iso-3166-2-subdivisions		
LV-088	upstream	iso-3166-2-subdivisions		
LV-089	upstream	iso-3166-2-subdivisions		
LV-090	upstream	iso-3166-2-subdivisions		
LV-091	upstream	iso-3166-2-subdivisions		
LV-092	upstream	iso-3166-2-subdivisions		
LV-093	upstream	iso-3166-2-subdivisions		
LV-094	upstream	iso-3166-2-subdivisions		
LV-095	upstream	iso-3166-2-subdivisions		
LV-096	upstream	iso-3166-2-subdivisions		
LV-097	upstream	iso-3166-2-subdivisions		
LV-098	upstream	iso-3166-2-subdivisions		
LV-099	upstream	iso-3166-2-subdivisions		
LV-100	upstream	iso-3166-2-subdivisions		
LV-101	upstream	iso-3166-2-subdivisions		
LV-102	upstream	iso-3166-2-subdivisions		
LV-103	upstream	iso-3166-2-subdivisions		
LV-104	upstream	iso-3166-2-subdivisions		
LV-105	upstream	iso-3166-2-subdivisions		
LV-106	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-107	upstream	iso-3166-2-subdivisions		
LV-108	upstream	iso-3166-2-subdivisions		
LV-109	upstream	iso-3166-2-subdivisions		
LV-110	upstream	iso-3166-2-subdivisions		
LV-111	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-112	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-113	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LV-DGV	upstream	iso-3166-2-subdivisions		
LV-JEL	upstream	iso-3166-2-subdivisions		
LV-JKB	upstream	iso-3166-2-subdivisions		
LV-JUR	upstream	iso-3166-2-subdivisions		
LV-LPX	upstream	iso-3166-2-subdivisions		
LV-REZ	upstream	iso-3166-2-subdivisions		
LV-RIX	upstream	iso-3166-2-subdivisions		
LV-VEN	upstream	iso-3166-2-subdivisions		
LV-VMR	upstream	iso-3166-2-subdivisions		
LY	upstream	iso-3166-1-countries		
LY-AJ	upstream	iso-3166-2-subdivisions		
LY-BA	upstream	iso-3166-2-subdivisions		
LY-BU	upstream	iso-3166-2-subdivisions		
LY-DR	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LY-GD	upstream	iso-3166-2-subdivisions		
LY-GT	upstream	iso-3166-2-subdivisions		
LY-JA	upstream	iso-3166-2-subdivisions		
LY-JG	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LY-JI	upstream	iso-3166-2-subdivisions		
LY-JU	upstream	iso-3166-2-subdivisions		
LY-KF	upstream	iso-3166-2-subdivisions		
LY-MB	upstream	iso-3166-2-subdivisions		
LY-MI	upstream	iso-3166-2-subdivisions		
LY-MJ	upstream	iso-3166-2-subdivisions		
LY-MQ	upstream	iso-3166-2-subdivisions		
LY-MZ	upstream	iso-3166-2-subdivisions		
LY-NL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LY-NQ	upstream	iso-3166-2-subdivisions		
LY-QB	upstream	iso-3166-2-subdivisions		
LY-SB	upstream	iso-3166-2-subdivisions		
LY-SR	upstream	iso-3166-2-subdivisions		
LY-TB	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LY-TN	upstream	iso-3166-2-subdivisions		
LY-WA	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
LY-WD	upstream	iso-3166-2-subdivisions		
LY-WS	upstream	iso-3166-2-subdivisions		
LY-ZA	upstream	iso-3166-2-subdivisions		
MA	upstream	iso-3166-1-countries		
MA-01	upstream	iso-3166-2-subdivisions		
MA-02	upstream	iso-3166-2-subdivisions		
MA-03	upstream	iso-3166-2-subdivisions		
MA-04	upstream	iso-3166-2-subdivisions		
MA-05	upstream	iso-3166-2-subdivisions		
MA-06	upstream	iso-3166-2-subdivisions		
MA-07	upstream	iso-3166-2-subdivisions		
MA-08	upstream	iso-3166-2-subdivisions		
MA-09	upstream	iso-3166-2-subdivisions		
MA-10	upstream	iso-3166-2-subdivisions		
MA-11	upstream	iso-3166-2-subdivisions		
MA-12	upstream	iso-3166-2-subdivisions		
MA-13	upstream	iso-3166-2-subdivisions		
MA-14	upstream	iso-3166-2-subdivisions		
MA-15	upstream	iso-3166-2-subdivisions		
MA-16	upstream	iso-3166-2-subdivisions		
MA-AGD	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-09
MA-AOU	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-12
MA-ASZ	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-10
MA-AZI	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-05
MA-BEM	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-05
MA-BER	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-BES	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06,MA-09
MA-BOD	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-11
MA-BOM	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-BRR	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06
MA-CAS	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06
MA-CHE	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-CHI	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07
MA-CHT	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-09
MA-DRI	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-ERR	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-08
MA-ESI	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07
MA-ESM	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-11
MA-FAH	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-FES	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03,MA-05
MA-FIG	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-FQH	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-05
MA-GUE	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-10
MA-GUF	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-HAJ	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-HAO	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07,MA-11
MA-HOC	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-IFR	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-INE	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-09
MA-JDI	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06
MA-JRA	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-KEN	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-04
MA-KES	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07
MA-KHE	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-04
MA-KHN	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-05
MA-KHO	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-05
MA-LAA	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-11
MA-LAR	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-MAR	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07
MA-MDF	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-MED	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06
MA-MEK	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-MID	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-08
MA-MMD	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of MA
MA-MMN	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of MA
MA-MOH	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06
MA-MOU	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-NAD	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-NOU	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06
MA-OUA	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-08
MA-OUD	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-12
MA-OUJ	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-OUZ	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-RAB	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-04
MA-REH	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07
MA-SAF	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07
MA-SAL	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-04
MA-SEF	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-SET	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06
MA-SIB	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-06,MA-10
MA-SIF	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-10
MA-SIK	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-04
MA-SIL	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-04
MA-SKH	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-04
MA-TAF	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-11
MA-TAI	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-02
MA-TAO	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-TAR	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-09
MA-TAT	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-09
MA-TAZ	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-03
MA-TET	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-TIN	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-08
MA-TIZ	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-09
MA-TNG	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-01
MA-TNT	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-10
MA-YUS	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-07,MA-10
MA-ZAG	placeholder-circle	iso-3166-2-placeholder-circle		parent=MA-08
MC	upstream	iso-3166-1-countries		
MC-CL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-CO	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-FO	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-GA	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of MC
MC-JE	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-LA	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-MA	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of MC
MC-MC	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-MG	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-MO	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-MU	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-PH	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-SD	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-SO	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of MC
MC-SP	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MC-SR	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of MC
MC-VR	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of MC
MD	upstream	iso-3166-1-countries		
MD-AN	upstream	iso-3166-2-subdivisions		
MD-BA	upstream	iso-3166-2-subdivisions		
MD-BD	upstream	iso-3166-2-subdivisions		
MD-BR	upstream	iso-3166-2-subdivisions		
MD-BS	upstream	iso-3166-2-subdivisions		
MD-CA	upstream	iso-3166-2-subdivisions		
MD-CAM	upstream	iso-3166-2-subdivisions		
MD-CL	upstream	iso-3166-2-subdivisions		
MD-CM	upstream	iso-3166-2-subdivisions		
MD-CR	upstream	iso-3166-2-subdivisions		
MD-CS	upstream	iso-3166-2-subdivisions		
MD-CT	upstream	iso-3166-2-subdivisions		
MD-CU	upstream	iso-3166-2-subdivisions		
MD-DO	upstream	iso-3166-2-subdivisions		
MD-DR	upstream	iso-3166-2-subdivisions		
MD-DU	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MD-ED	upstream	iso-3166-2-subdivisions		
MD-FA	upstream	iso-3166-2-subdivisions		
MD-FL	upstream	iso-3166-2-subdivisions		
MD-GA	upstream	iso-3166-2-subdivisions		
MD-GL	upstream	iso-3166-2-subdivisions		
MD-GRI	upstream	iso-3166-2-subdivisions		
MD-HI	upstream	iso-3166-2-subdivisions		
MD-IA	upstream	iso-3166-2-subdivisions		
MD-LE	upstream	iso-3166-2-subdivisions		
MD-NI	upstream	iso-3166-2-subdivisions		
MD-OC	upstream	iso-3166-2-subdivisions		
MD-OR	upstream	iso-3166-2-subdivisions		
MD-RE	upstream	iso-3166-2-subdivisions		
MD-RI	upstream	iso-3166-2-subdivisions		
MD-SD	upstream	iso-3166-2-subdivisions		
MD-SI	upstream	iso-3166-2-subdivisions		
MD-SN	upstream	iso-3166-2-subdivisions		
MD-SO	upstream	iso-3166-2-subdivisions		
MD-ST	upstream	iso-3166-2-subdivisions		
MD-SV	upstream	iso-3166-2-subdivisions		
MD-TA	upstream	iso-3166-2-subdivisions		
MD-TE	upstream	iso-3166-2-subdivisions		
MD-UN	upstream	iso-3166-2-subdivisions		
ME	upstream	iso-3166-1-countries		
