id	resolution	upstream	target	note
ME-01	upstream	iso-3166-2-subdivisions		
ME-02	upstream	iso-3166-2-subdivisions		
ME-03	upstream	iso-3166-2-subdivisions		
ME-04	upstream	iso-3166-2-subdivisions		
ME-05	upstream	iso-3166-2-subdivisions		
ME-06	upstream	iso-3166-2-subdivisions		
ME-07	upstream	iso-3166-2-subdivisions		
ME-08	upstream	iso-3166-2-subdivisions		
ME-09	upstream	iso-3166-2-subdivisions		
ME-10	upstream	iso-3166-2-subdivisions		
ME-11	upstream	iso-3166-2-subdivisions		
ME-12	upstream	iso-3166-2-subdivisions		
ME-13	upstream	iso-3166-2-subdivisions		
ME-14	upstream	iso-3166-2-subdivisions		
ME-15	upstream	iso-3166-2-subdivisions		
ME-16	upstream	iso-3166-2-subdivisions		
ME-17	upstream	iso-3166-2-subdivisions		
ME-18	upstream	iso-3166-2-subdivisions		
ME-19	upstream	iso-3166-2-subdivisions		
ME-20	upstream	iso-3166-2-subdivisions		
ME-21	upstream	iso-3166-2-subdivisions		
ME-22	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ME-23	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ME-24	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ME-25	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MF	upstream	iso-3166-1-countries		
MG	upstream	iso-3166-1-countries		
MG-A	upstream	iso-3166-2-subdivisions		
MG-D	upstream	iso-3166-2-subdivisions		
MG-F	upstream	iso-3166-2-subdivisions		
MG-M	upstream	iso-3166-2-subdivisions		
MG-T	upstream	iso-3166-2-subdivisions		
MG-U	upstream	iso-3166-2-subdivisions		
MH	upstream	iso-3166-1-countries		
MH-ALK	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-ALL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-ARN	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-AUR	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-EBO	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-ENI	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-JAB	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-JAL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-KIL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-KWA	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-L	upstream	iso-3166-2-subdivisions		
MH-LAE	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-LIB	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-LIK	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-MAJ	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-MAL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-MEJ	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-MIL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-NMK	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-NMU	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-RON	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-T	upstream	iso-3166-2-subdivisions		
MH-UJA	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-UTI	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-WTH	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MH-WTJ	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK	upstream	iso-3166-1-countries		
MK-01	upstream	iso-3166-2-subdivisions		
MK-02	upstream	iso-3166-2-subdivisions		
MK-03	upstream	iso-3166-2-subdivisions		
MK-04	upstream	iso-3166-2-subdivisions		
MK-05	upstream	iso-3166-2-subdivisions		
MK-06	upstream	iso-3166-2-subdivisions		
MK-07	upstream	iso-3166-2-subdivisions		
MK-08	upstream	iso-3166-2-subdivisions		
MK-09	upstream	iso-3166-2-subdivisions		
MK-10	upstream	iso-3166-2-subdivisions		
MK-101	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-102	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-103	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-104	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-105	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-106	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-107	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-108	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-109	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-11	upstream	iso-3166-2-subdivisions		
MK-12	upstream	iso-3166-2-subdivisions		
MK-13	upstream	iso-3166-2-subdivisions		
MK-14	upstream	iso-3166-2-subdivisions		
MK-15	upstream	iso-3166-2-subdivisions		
MK-16	upstream	iso-3166-2-subdivisions		
MK-17	upstream	iso-3166-2-subdivisions		
MK-18	upstream	iso-3166-2-subdivisions		
MK-19	upstream	iso-3166-2-subdivisions		
MK-20	upstream	iso-3166-2-subdivisions		
MK-201	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-202	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-203	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-204	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-205	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-206	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-207	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-208	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-209	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-21	upstream	iso-3166-2-subdivisions		
MK-210	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-211	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-22	upstream	iso-3166-2-subdivisions		
MK-23	upstream	iso-3166-2-subdivisions		
MK-24	upstream	iso-3166-2-subdivisions		
MK-25	upstream	iso-3166-2-subdivisions		
MK-26	upstream	iso-3166-2-subdivisions		
MK-27	upstream	iso-3166-2-subdivisions		
MK-28	upstream	iso-3166-2-subdivisions		
MK-29	upstream	iso-3166-2-subdivisions		
MK-30	upstream	iso-3166-2-subdivisions		
MK-301	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-303	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-304	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-307	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-308	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-31	upstream	iso-3166-2-subdivisions		
MK-310	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-311	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-312	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-313	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-32	upstream	iso-3166-2-subdivisions		
MK-33	upstream	iso-3166-2-subdivisions		
MK-34	upstream	iso-3166-2-subdivisions		
MK-35	upstream	iso-3166-2-subdivisions		
MK-36	upstream	iso-3166-2-subdivisions		
MK-37	upstream	iso-3166-2-subdivisions		
MK-38	upstream	iso-3166-2-subdivisions		
MK-39	upstream	iso-3166-2-subdivisions		
MK-40	upstream	iso-3166-2-subdivisions		
MK-401	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-402	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-403	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-404	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-405	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-406	placeholder-circle	iso-3166-2-placeholder-circle		withdrawn
MK-407	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-408	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-409	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-41	upstream	iso-3166-2-subdivisions		
MK-410	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-42	upstream	iso-3166-2-subdivisions		
MK-43	upstream	iso-3166-2-subdivisions		
MK-44	upstream	iso-3166-2-subdivisions		
MK-45	upstream	iso-3166-2-subdivisions		
MK-46	upstream	iso-3166-2-subdivisions		
MK-47	upstream	iso-3166-2-subdivisions		
MK-48	upstream	iso-3166-2-subdivisions		
MK-49	upstream	iso-3166-2-subdivisions		
MK-50	upstream	iso-3166-2-subdivisions		
MK-501	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-502	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-503	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-504	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-505	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-506	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-507	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-508	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-509	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-51	upstream	iso-3166-2-subdivisions		
MK-52	upstream	iso-3166-2-subdivisions		
MK-53	upstream	iso-3166-2-subdivisions		
MK-54	upstream	iso-3166-2-subdivisions		
MK-55	upstream	iso-3166-2-subdivisions		
MK-56	upstream	iso-3166-2-subdivisions		
MK-57	upstream	iso-3166-2-subdivisions		
MK-58	upstream	iso-3166-2-subdivisions		
MK-60	upstream	iso-3166-2-subdivisions		
MK-601	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-602	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-603	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-604	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-605	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-606	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-607	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-608	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-609	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-61	upstream	iso-3166-2-subdivisions		
MK-62	upstream	iso-3166-2-subdivisions		
MK-63	upstream	iso-3166-2-subdivisions		
MK-64	upstream	iso-3166-2-subdivisions		
MK-65	upstream	iso-3166-2-subdivisions		
MK-66	upstream	iso-3166-2-subdivisions		
MK-67	upstream	iso-3166-2-subdivisions		
MK-68	upstream	iso-3166-2-subdivisions		
MK-69	upstream	iso-3166-2-subdivisions		
MK-70	upstream	iso-3166-2-subdivisions		
MK-701	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-702	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-703	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-704	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-705	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-706	placeholder-circle	iso-3166-2-placeholder-circle		withdrawn
MK-71	upstream	iso-3166-2-subdivisions		
MK-72	upstream	iso-3166-2-subdivisions		
MK-73	upstream	iso-3166-2-subdivisions		
MK-74	upstream	iso-3166-2-subdivisions		
MK-75	upstream	iso-3166-2-subdivisions		
MK-76	upstream	iso-3166-2-subdivisions		
MK-77	upstream	iso-3166-2-subdivisions		
MK-78	upstream	iso-3166-2-subdivisions		
MK-79	upstream	iso-3166-2-subdivisions		
MK-80	upstream	iso-3166-2-subdivisions		
MK-801	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-802	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-803	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85; withdrawn
MK-804	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-805	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-806	placeholder-circle	iso-3166-2-placeholder-circle		withdrawn
MK-807	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-808	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-809	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-81	upstream	iso-3166-2-subdivisions		
MK-810	placeholder-circle	iso-3166-2-placeholder-circle		withdrawn
MK-811	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-812	placeholder-circle	iso-3166-2-placeholder-circle		withdrawn
MK-813	placeholder-circle	iso-3166-2-placeholder-circle		withdrawn
MK-814	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-815	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-816	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MK-817	placeholder-circle	iso-3166-2-placeholder-circle		parent=MK-85
MK-82	upstream	iso-3166-2-subdivisions		
MK-83	upstream	iso-3166-2-subdivisions		
MK-84	upstream	iso-3166-2-subdivisions		
MK-85	upstream	iso-3166-2-subdivisions		
ML	upstream	iso-3166-1-countries		
ML-1	upstream	iso-3166-2-subdivisions		
ML-10	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-11	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-12	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-13	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-14	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-15	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-16	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-17	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-18	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-19	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-2	upstream	iso-3166-2-subdivisions		
ML-3	upstream	iso-3166-2-subdivisions		
ML-4	upstream	iso-3166-2-subdivisions		
ML-5	upstream	iso-3166-2-subdivisions		
ML-6	upstream	iso-3166-2-subdivisions		
ML-7	upstream	iso-3166-2-subdivisions		
ML-8	upstream	iso-3166-2-subdivisions		
ML-9	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ML-BKO	upstream	iso-3166-2-subdivisions		
MM	upstream	iso-3166-1-countries		
MM-01	upstream	iso-3166-2-subdivisions		
MM-02	upstream	iso-3166-2-subdivisions		
MM-03	upstream	iso-3166-2-subdivisions		
MM-04	upstream	iso-3166-2-subdivisions		
MM-05	upstream	iso-3166-2-subdivisions		
MM-06	upstream	iso-3166-2-subdivisions		
MM-07	upstream	iso-3166-2-subdivisions		
MM-11	upstream	iso-3166-2-subdivisions		
MM-12	upstream	iso-3166-2-subdivisions		
MM-13	upstream	iso-3166-2-subdivisions		
MM-14	upstream	iso-3166-2-subdivisions		
MM-15	upstream	iso-3166-2-subdivisions		
MM-16	upstream	iso-3166-2-subdivisions		
MM-17	upstream	iso-3166-2-subdivisions		
MM-18	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MN	upstream	iso-3166-1-countries		
MN-035	upstream	iso-3166-2-subdivisions		
MN-037	upstream	iso-3166-2-subdivisions		
MN-039	upstream	iso-3166-2-subdivisions		
MN-041	upstream	iso-3166-2-subdivisions		
MN-043	upstream	iso-3166-2-subdivisions		
MN-046	upstream	iso-3166-2-subdivisions		
MN-047	upstream	iso-3166-2-subdivisions		
MN-049	upstream	iso-3166-2-subdivisions		
MN-051	upstream	iso-3166-2-subdivisions		
MN-053	upstream	iso-3166-2-subdivisions		
MN-055	upstream	iso-3166-2-subdivisions		
MN-057	upstream	iso-3166-2-subdivisions		
MN-059	upstream	iso-3166-2-subdivisions		
MN-061	upstream	iso-3166-2-subdivisions		
MN-063	upstream	iso-3166-2-subdivisions		
MN-064	upstream	iso-3166-2-subdivisions		
MN-065	upstream	iso-3166-2-subdivisions		
MN-067	upstream	iso-3166-2-subdivisions		
MN-069	upstream	iso-3166-2-subdivisions		
MN-071	upstream	iso-3166-2-subdivisions		
MN-073	upstream	iso-3166-2-subdivisions		
MN-1	upstream	iso-3166-2-subdivisions		
MO	upstream	iso-3166-1-countries		
MO-M	upstream	iso-3166-2-subdivisions		
MP	upstream	iso-3166-1-countries		
MQ	upstream	iso-3166-1-subunits		
MR	upstream	iso-3166-1-countries		
MR-01	upstream	iso-3166-2-subdivisions		
MR-02	upstream	iso-3166-2-subdivisions		
MR-03	upstream	iso-3166-2-subdivisions		
MR-04	upstream	iso-3166-2-subdivisions		
MR-05	upstream	iso-3166-2-subdivisions		
MR-06	upstream	iso-3166-2-subdivisions		
MR-07	upstream	iso-3166-2-subdivisions		
MR-08	upstream	iso-3166-2-subdivisions		
MR-09	upstream	iso-3166-2-subdivisions		
MR-10	upstream	iso-3166-2-subdivisions		
MR-11	upstream	iso-3166-2-subdivisions		
MR-12	upstream	iso-3166-2-subdivisions		
MR-13	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MR-14	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MR-15	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
MR-NKC	upstream	iso-3166-2-subdivisions		
MS	upstream	iso-3166-1-countries		
MS-A	upstream	iso-3166-2-subdivisions		
MS-G	upstream	iso-3166-2-subdivisions		
MS-P	upstream	iso-3166-2-subdivisions		
MT	upstream	iso-3166-1-countries		
MT-01	upstream	iso-3166-2-subdivisions		
MT-02	upstream	iso-3166-2-subdivisions		
MT-03	upstream	iso-3166-2-subdivisions		
MT-04	upstream	iso-3166-2-subdivisions		
MT-05	upstream	iso-3166-2-subdivisions		
MT-06	upstream	iso-3166-2-subdivisions		
MT-07	upstream	iso-3166-2-subdivisions		
MT-08	upstream	iso-3166-2-subdivisions		
MT-09	upstream	iso-3166-2-subdivisions		
MT-10	upstream	iso-3166-2-subdivisions		
MT-11	upstream	iso-3166-2-subdivisions		
MT-12	upstream	iso-3166-2-subdivisions		
MT-13	upstream	iso-3166-2-subdivisions		
MT-14	upstream	iso-3166-2-subdivisions		
MT-15	upstream	iso-3166-2-subdivisions		
MT-16	upstream	iso-3166-2-subdivisions		
MT-17	upstream	iso-3166-2-subdivisions		
MT-18	upstream	iso-3166-2-subdivisions		
MT-19	upstream	iso-3166-2-subdivisions		
MT-20	upstream	iso-3166-2-subdivisions		
MT-21	upstream	iso-3166-2-subdivisions		
MT-22	upstream	iso-3166-2-subdivisions		
MT-23	upstream	iso-3166-2-subdivisions		
MT-24	upstream	iso-3166-2-subdivisions		
MT-25	upstream	iso-3166-2-subdivisions		
MT-26	upstream	iso-3166-2-subdivisions		
MT-27	upstream	iso-3166-2-subdivisions		
MT-28	upstream	iso-3166-2-subdivisions		
MT-29	upstream	iso-3166-2-subdivisions		
MT-30	upstream	iso-3166-2-subdivisions		
MT-31	upstream	iso-3166-2-subdivisions		
MT-32	upstream	iso-3166-2-subdivisions		
MT-33	upstream	iso-3166-2-subdivisions		
MT-34	upstream	iso-3166-2-subdivisions		
MT-35	upstream	iso-3166-2-subdivisions		
MT-36	upstream	iso-3166-2-subdivisions		
MT-37	upstream	iso-3166-2-subdivisions		
MT-38	upstream	iso-3166-2-subdivisions		
MT-39	upstream	iso-3166-2-subdivisions		
MT-40	upstream	iso-3166-2-subdivisions		
MT-41	upstream	iso-3166-2-subdivisions		
MT-42	upstream	iso-3166-2-subdivisions		
MT-43	upstream	iso-3166-2-subdivisions		
MT-44	upstream	iso-3166-2-subdivisions		
